SoldTo,Name,ADRC,ST2,Sales Organization,Distribution Channel,Division,Partner Function,Partner counter,Partner,Name,Partner Description,Default Partner,ADRC,ST2
1005114,A B C SPLY 020 BALTIMORE SOUTH,87840,20,1210,0,40,SP,0,1005114,A B C SPLY 020 BALTIMORE SOUTH,,,87840,20
1005114,A B C SPLY 020 BALTIMORE SOUTH,87840,20,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005114,A B C SPLY 020 BALTIMORE SOUTH,87840,20,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005114,A B C SPLY 020 BALTIMORE SOUTH,87840,20,1210,0,70,SH,0,1005114,A B C SPLY 020 BALTIMORE SOUTH,,,87840,20
1005114,A B C SPLY 020 BALTIMORE SOUTH,87840,20,1210,0,70,SH,1,3534296,BELDON HOME SOLUTIONS,,,456880,
1005114,A B C SPLY 020 BALTIMORE SOUTH,87840,20,1210,0,70,SP,0,1005114,A B C SPLY 020 BALTIMORE SOUTH,,,87840,20
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,20,SH,1,3011588,A B C SPLY 016 FOND DU LAC,,,77085,16
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,20,SP,0,1005121,A B C SPLY 016 FOND DU LAC,,,87844,16
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,30,SH,0,3525547,J/RIVERS APARTMENT/ABC SPLY FOND DU,,,384522,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,30,SH,1,3011588,A B C SPLY 016 FOND DU LAC,,,77085,16
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,30,SH,2,3017403,ZZBRENNAN FRASER RFG & SDG,,,78733,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,30,SP,0,1005121,A B C SPLY 016 FOND DU LAC,,,87844,16
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,SH,1,3011588,A B C SPLY 016 FOND DU LAC,,,77085,16
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,SH,3,3211786,J/CURWOOD BUILDING/ABC BELOIT,,,79745,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,SH,5,3216718,J/MERCURY MARINE PLANT #4/ABC FOND,,,81567,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,SH,6,3217275,J/SILGAN CONTAINER/ABC FOND DU LAC,,,81847,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,SH,7,3226293,J/BEMIS INNOVATION CENTER/ABC FOND,,,85437,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,40,SP,0,1005121,A B C SPLY 016 FOND DU LAC,,,87844,16
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,70,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,70,SH,0,1005121,A B C SPLY 016 FOND DU LAC,,,87844,16
1005121,A B C SPLY 016 FOND DU LAC,87844,16,1210,0,70,SP,0,1005121,A B C SPLY 016 FOND DU LAC,,,87844,16
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,20,SH,0,1005123,A B C SPLY 005 MUNDELEIN,,,87846,5
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,20,SP,0,1005123,A B C SPLY 005 MUNDELEIN,,,87846,5
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,30,SH,1,3013233,A B C SPLY 005 MUNDELEIN,,,77573,5
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,30,SP,0,1005123,A B C SPLY 005 MUNDELEIN,,,87846,5
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,40,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,40,SH,1,3013233,A B C SPLY 005 MUNDELEIN,,,77573,5
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,40,SH,2,3026394,ZZCLAYTON RFG,,,80647,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,40,SP,0,1005123,A B C SPLY 005 MUNDELEIN,,,87846,5
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,70,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,70,SH,0,1005123,A B C SPLY 005 MUNDELEIN,,,87846,5
1005123,A B C SPLY 005 MUNDELEIN,87846,5,1210,0,70,SP,0,1005123,A B C SPLY 005 MUNDELEIN,,,87846,5
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,20,SH,1,3011591,A B C SPLY 018 MADISON,,,77090,18
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,20,SH,2,3141559,ZZR & R INSULATION,,,152143,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,20,SH,3,3145078,J/R & R INSULATION /ABC SPL MADISON,,,155385,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,20,SP,0,1005125,A B C SPLY 018 MADISON,,,87850,18
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,SH,0,3538118,J/TUSCANY APTS/ABC SPLY 018,,,482826,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,SH,1,3011591,A B C SPLY 018 MADISON,,,77090,18
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,SH,2,3057681,ZZMALY ROOFING,,,81950,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,SH,3,3085880,ZZBROWN ROOFING,,,82655,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,SH,4,3017403,ZZBRENNAN FRASER RFG & SDG,,,78733,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,30,SP,0,1005125,A B C SPLY 018 MADISON,,,87850,18
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,70,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,70,SH,1,3011591,A B C SPLY 018 MADISON,,,77090,18
1005125,A B C SPLY 018 MADISON,87850,18,1210,0,70,SP,0,1005125,A B C SPLY 018 MADISON,,,87850,18
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,20,SH,1,3169449,A B C SPLY 001 ROSCOE,,,85719,1
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,20,SP,0,1005127,A B C SPLY 001 ROSCOE,,,87852,1
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,30,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,30,SH,1,3169449,A B C SPLY 001 ROSCOE,,,85719,1
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,30,SP,0,1005127,A B C SPLY 001 ROSCOE,,,87852,1
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,40,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,40,SH,2,3169449,A B C SPLY 001 ROSCOE,,,85719,1
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,40,SH,3,3216508,J/BAYSIDE VILLAGE/ABC,,,81479,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,40,SP,0,1005127,A B C SPLY 001 ROSCOE,,,87852,1
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,70,BP,1,6004275,A B C SPLY BELOIT,,X,75986,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,70,SH,1,3169449,A B C SPLY 001 ROSCOE,,,85719,1
1005127,A B C SPLY 001 ROSCOE,87852,1,1210,0,70,SP,0,1005127,A B C SPLY 001 ROSCOE,,,87852,1
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,30,SH,0,1005155,A B C SPLY 051 GARDENA,,,87870,51
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,30,SH,2,3229461,A B C SPLY 051 GARDENA,,,76595,51
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,30,SP,0,1005155,A B C SPLY 051 GARDENA,,,87870,51
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SH,0,1005155,A B C SPLY 051 GARDENA,,,87870,51
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SH,4,3107890,ZZRGSLA INC,,,83267,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SH,5,3095400,ZZCABRAL ROOFING & WATERPROOFING CO,,,82946,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SH,7,3212802,J/ATLANTIC TIME SQUARE/ABC SUPPLY,,,80051,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SH,8,3216188,ZZMAJESTIC REALTY,,,81383,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SH,9,3211998,ZZA GUTIERREZ ROOFING CO,,,79790,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SH,10,3222553,J/TORRES-ATHENS GYM/ABC SUPPLY 051,,,83735,
1005155,A B C SPLY 051 GARDENA,87870,51,1210,0,40,SP,0,1005155,A B C SPLY 051 GARDENA,,,87870,51
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,20,PY,0,5002047,A B C SPLY BELOIT,,X,76274,
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,20,SH,0,3165855,A B C SPLY 029 SPRINGFIELD VA,,,213741,29
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,20,SH,1,3556103,A B C SPLY 029 SPRINGFIELD,,,601752,29
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,20,SP,0,1005180,A B C SPLY 029 SPRINGFIELD VA,,,87880,29
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,30,SH,0,3165855,A B C SPLY 029 SPRINGFIELD VA,,,213741,29
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,30,SH,1,3556103,A B C SPLY 029 SPRINGFIELD,,,601752,29
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,30,SP,0,1005180,A B C SPLY 029 SPRINGFIELD VA,,,87880,29
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,40,SH,0,1005180,A B C SPLY 029 SPRINGFIELD VA,,,87880,29
1005180,A B C SPLY 029 SPRINGFIELD VA,87880,29,1210,0,40,SP,0,1005180,A B C SPLY 029 SPRINGFIELD VA,,,87880,29
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,30,SH,0,1005185,A B C SPLY 497 DUNNELLON,1058,,87882,497
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,30,SH,1,3225649,ZZUNITED ROOFING,,,84779,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,30,SH,2,3558031,A B C SPLY 497 DUNNELLON,,,610019,497
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,30,SP,0,1005185,A B C SPLY 497 DUNNELLON,,,87882,497
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,40,SH,0,1005185,A B C SPLY 497 DUNNELLON,,,87882,497
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,40,SH,1,3011829,ZZBIG D ROOFING OCALA,,,77147,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,40,SH,2,3034209,ZZC & S ROOFING DUNNELLON,,,81287,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,40,SH,3,3228939,ZZC & S ROOFING JOB IN GEORGIA,,,87486,
1005185,A B C SPLY 497 DUNNELLON,87882,497,1210,0,40,SP,0,1005185,A B C SPLY 497 DUNNELLON,,,87882,497
1005187,A B C SPLY 496 GAINESVILLE,87884,496,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005187,A B C SPLY 496 GAINESVILLE,87884,496,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005187,A B C SPLY 496 GAINESVILLE,87884,496,1210,0,30,SH,0,1005187,A B C SPLY 496 GAINESVILLE,,,87884,496
1005187,A B C SPLY 496 GAINESVILLE,87884,496,1210,0,30,SH,1,3550687,A B C SPLY 496 GAINSVILLE,,,569889,496
1005187,A B C SPLY 496 GAINESVILLE,87884,496,1210,0,30,SH,2,3225257,ZZJ/SPRING GATE MANOR,,,84622,
1005187,A B C SPLY 496 GAINESVILLE,87884,496,1210,0,30,SH,4,3547381,J/THE BARTRAM/ABC SPLY 496,,,542566,
1005187,A B C SPLY 496 GAINESVILLE,87884,496,1210,0,30,SP,0,1005187,A B C SPLY 496 GAINESVILLE,,,87884,496
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,20,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,20,SH,0,1005320,A B C SPLY 049 DENVER,,,87924,49
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,20,SP,0,1005320,A B C SPLY 049 DENVER,,,87924,49
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,30,SH,0,3555545,J/MONTE VISTA APTS/ ABC SPLY 049,,,599249,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,30,SH,2,3500982,A B C SPLY 049 DENVER,,,133262,49
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,30,SP,0,1005320,A B C SPLY 049 DENVER,,,87924,49
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,70,SH,0,1005320,A B C SPLY 049 DENVER,,,87924,49
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,70,SH,2,3089534,J/NORTH JEFFCO RECREATION/ABC,3089534,,160576,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,70,SH,3,3090259,J/AURARIA PERFORMING ARTS CTR/ABC,3090259,,160792,
1005320,A B C SPLY 049 DENVER,87924,49,1210,0,70,SP,0,1005320,A B C SPLY 049 DENVER,,,87924,49
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,30,SH,0,3549819,J/VILLAGE COOPERATIVE N/ ABC SPLY 0,,,561250,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,30,SH,1,3012239,A B C SPLY 006 KANSAS CITY,,,77284,6
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,30,SP,0,1005333,A B C SPLY 006 KANSAS CITY,,,87928,6
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,1,3012239,A B C SPLY 006 KANSAS CITY,,,77284,6
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,2,3017974,"ZZTHE QUALITY ROOFING CO., INC.",,,78882,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,4,3058260,ZZAMERICAN ROOFING,,,81972,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,5,3212190,J/INTERNATIONAL PAPER,,,79836,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,6,3215855,J/WRIGHT MEMORIAL HOSPITAL,,,81248,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,8,3216146,J/COUNTRYSIDE ELEMENTARY,,,81369,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,9,3216237,J/KANSAS CITY KS COMM COLLEGE,,,81404,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,10,3220577,J/DOUGLAS HEIGHTS,,,83048,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,11,3220561,J/LITTLE BLUE WASTEWATER,,,83044,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SH,12,3220783,J/WASHBURN RURAL HIGH SCHOOL,,,83104,
1005333,A B C SPLY 006 KANSAS CITY,87928,6,1210,0,40,SP,0,1005333,A B C SPLY 006 KANSAS CITY,,,87928,6
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,20,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,20,SH,0,1005362,ZZA B C SPLY 251 PORTLAND,,,87938,251
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,20,SH,2,3019775,US FORREST SERVICE REG OFFICE,,,142906,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,20,SH,4,3026217,ZZPIONEER INSULATION,,,146048,58067
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,20,SP,0,1005362,ZZA B C SPLY 251 PORTLAND,,,87938,251
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,30,SH,4,3226260,ZZJIM FISHER ROOFING,,,85425,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,30,SP,0,1005362,ZZA B C SPLY 251 PORTLAND,,,87938,251
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,40,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,40,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,40,SH,2,3021338,ZZGARON ROOFING,,,79869,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,40,SH,3,3011440,ZZBOB CARLSON,,,77008,76T
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,40,SH,4,3010490,ZZPACIFIC ROOFING,,,76546,36T
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,40,SP,0,1005362,ZZA B C SPLY 251 PORTLAND,,,87938,251
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,70,SH,0,1005362,ZZA B C SPLY 251 PORTLAND,,,87938,251
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,70,SH,2,3056453,ZZROBERT JILLETT,,,152344,
1005362,ZZA B C SPLY 251 PORTLAND,87938,251,1210,0,70,SP,0,1005362,ZZA B C SPLY 251 PORTLAND,,,87938,251
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,20,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,20,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,20,SH,0,1005364,A B C SPLY 254 OGDEN,58,,87940,254
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,20,SH,1,3015381,ZZAMERON ASHLEY OGDEN*DUPLICATE*,,,141612,62
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,20,SP,0,1005364,A B C SPLY 254 OGDEN,,,87940,254
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,30,SH,0,3538466,J/TETON VILLAGE/ ABC SPLY OGDEN,,,485234,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,30,SH,1,3101364,A B C SPLY 254 OGDEN,,,83111,254
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,30,SH,2,3538993,J/ZANETTI COMPLEX/ABC SPLY 254,,,488081,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,30,SH,3,3539044,J/IDAHO STREET COMPLEX/ABC SPLY OGD,,,488219,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,30,SP,0,1005364,A B C SPLY 254 OGDEN,,,87940,254
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,70,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,70,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,70,SH,0,1005364,A B C SPLY 254 OGDEN,,,87940,254
1005364,A B C SPLY 254 OGDEN,87940,254,1210,0,70,SP,0,1005364,A B C SPLY 254 OGDEN,,,87940,254
1005389,A B C SPLY 024 GREENSBORO,87952,24,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
1005389,A B C SPLY 024 GREENSBORO,87952,24,1210,0,30,PY,1,5002047,A B C SPLY BELOIT,,X,76274,
1005389,A B C SPLY 024 GREENSBORO,87952,24,1210,0,30,SH,0,3514758,J/OVERVEIW TERRACE/ABC SUPPLY GREEN,,,307125,
1005389,A B C SPLY 024 GREENSBORO,87952,24,1210,0,30,SH,2,3057183,A B C SPLY 024 GREENSBORO,,,81925,24
1005389,A B C SPLY 024 GREENSBORO,87952,24,1210,0,30,SP,0,1005389,A B C SPLY 024 GREENSBORO,,,87952,24
1005457,A B C SPLY 100 SAVANNAH,87968,100,1210,0,20,BP,1,6004275,A B C SPLY BELOIT,,,75986,
1005457,A B C SPLY 100 SAVANNAH,87968,100,1210,0,20,PY,0,5002047,A B C SPLY BELOIT,,X,76274,
1005457,A B C SPLY 100 SAVANNAH,87968,100,1210,0,20,SH,0,1005457,A B C SPLY 100 SAVANNAH,,,87968,100
1005457,A B C SPLY 100 SAVANNAH,87968,100,1210,0,20,SP,0,1005457,A B C SPLY 100 SAVANNAH,,,87968,100
1005457,A B C SPLY 100 SAVANNAH,87968,100,1210,0,30,BP,0,6004275,A B C SPLY BELOIT,,,75986,
